dgns_cd,description,hccesrdv21,hcc22,hccrxv05,hccesrd,hcc,hccrx,fyear
M06251,"Rheumatoid bursitis, right hip",40,40,83,Yes,Yes,Yes,2018
M06252,"Rheumatoid bursitis, left hip",40,40,83,Yes,Yes,Yes,2018
M06259,"Rheumatoid bursitis, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M06261,"Rheumatoid bursitis, right knee",40,40,83,Yes,Yes,Yes,2018
M06262,"Rheumatoid bursitis, left knee",40,40,83,Yes,Yes,Yes,2018
M06269,"Rheumatoid bursitis, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M06271,"Rheumatoid bursitis, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06272,"Rheumatoid bursitis, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06279,"Rheumatoid bursitis, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0628,"Rheumatoid bursitis, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0629,"Rheumatoid bursitis, multiple sites",40,40,83,Yes,Yes,Yes,2018
M0630,"Rheumatoid nodule, unspecified site",40,40,83,Yes,Yes,Yes,2018
M06311,"Rheumatoid nodule, right shoulder",40,40,83,Yes,Yes,Yes,2018
M06312,"Rheumatoid nodule, left shoulder",40,40,83,Yes,Yes,Yes,2018
M06319,"Rheumatoid nodule, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M06321,"Rheumatoid nodule, right elbow",40,40,83,Yes,Yes,Yes,2018
M06322,"Rheumatoid nodule, left elbow",40,40,83,Yes,Yes,Yes,2018
M06329,"Rheumatoid nodule, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M06331,"Rheumatoid nodule, right wrist",40,40,83,Yes,Yes,Yes,2018
M06332,"Rheumatoid nodule, left wrist",40,40,83,Yes,Yes,Yes,2018
M06339,"Rheumatoid nodule, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M06341,"Rheumatoid nodule, right hand",40,40,83,Yes,Yes,Yes,2018
M06342,"Rheumatoid nodule, left hand",40,40,83,Yes,Yes,Yes,2018
M06349,"Rheumatoid nodule, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M06351,"Rheumatoid nodule, right hip",40,40,83,Yes,Yes,Yes,2018
M06352,"Rheumatoid nodule, left hip",40,40,83,Yes,Yes,Yes,2018
M06359,"Rheumatoid nodule, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M06361,"Rheumatoid nodule, right knee",40,40,83,Yes,Yes,Yes,2018
M06362,"Rheumatoid nodule, left knee",40,40,83,Yes,Yes,Yes,2018
M06369,"Rheumatoid nodule, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M06371,"Rheumatoid nodule, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06372,"Rheumatoid nodule, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06379,"Rheumatoid nodule, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0638,"Rheumatoid nodule, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0639,"Rheumatoid nodule, multiple sites",40,40,83,Yes,Yes,Yes,2018
M064,Inflammatory polyarthropathy,40,40,83,Yes,Yes,Yes,2018
M0680,"Other specified rheumatoid arthritis, unspecified site",40,40,83,Yes,Yes,Yes,2018
M06811,"Other specified rheumatoid arthritis, right shoulder",40,40,83,Yes,Yes,Yes,2018
M06812,"Other specified rheumatoid arthritis, left shoulder",40,40,83,Yes,Yes,Yes,2018
M06819,"Other specified rheumatoid arthritis, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M06821,"Other specified rheumatoid arthritis, right elbow",40,40,83,Yes,Yes,Yes,2018
M06822,"Other specified rheumatoid arthritis, left elbow",40,40,83,Yes,Yes,Yes,2018
M06829,"Other specified rheumatoid arthritis, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M06831,"Other specified rheumatoid arthritis, right wrist",40,40,83,Yes,Yes,Yes,2018
M06832,"Other specified rheumatoid arthritis, left wrist",40,40,83,Yes,Yes,Yes,2018
M06839,"Other specified rheumatoid arthritis, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M06841,"Other specified rheumatoid arthritis, right hand",40,40,83,Yes,Yes,Yes,2018
M06842,"Other specified rheumatoid arthritis, left hand",40,40,83,Yes,Yes,Yes,2018
M06849,"Other specified rheumatoid arthritis, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M06851,"Other specified rheumatoid arthritis, right hip",40,40,83,Yes,Yes,Yes,2018
M06852,"Other specified rheumatoid arthritis, left hip",40,40,83,Yes,Yes,Yes,2018
M06859,"Other specified rheumatoid arthritis, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M06861,"Other specified rheumatoid arthritis, right knee",40,40,83,Yes,Yes,Yes,2018
M06862,"Other specified rheumatoid arthritis, left knee",40,40,83,Yes,Yes,Yes,2018
M06869,"Other specified rheumatoid arthritis, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M06871,"Other specified rheumatoid arthritis, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06872,"Other specified rheumatoid arthritis, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M06879,"Other specified rheumatoid arthritis, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0688,"Other specified rheumatoid arthritis, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0689,"Other specified rheumatoid arthritis, multiple sites",40,40,83,Yes,Yes,Yes,2018
M069,"Rheumatoid arthritis, unspecified",40,40,83,Yes,Yes,Yes,2018
M0800,Unspecified juvenile rheumatoid arthritis of unspecified site,40,40,83,Yes,Yes,Yes,2018
M08011,"Unspecified juvenile rheumatoid arthritis, right shoulder",40,40,83,Yes,Yes,Yes,2018
M08012,"Unspecified juvenile rheumatoid arthritis, left shoulder",40,40,83,Yes,Yes,Yes,2018
M08019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M08021,"Unspecified juvenile rheumatoid arthritis, right elbow",40,40,83,Yes,Yes,Yes,2018
M08022,"Unspecified juvenile rheumatoid arthritis, left elbow",40,40,83,Yes,Yes,Yes,2018
M08029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M08031,"Unspecified juvenile rheumatoid arthritis, right wrist",40,40,83,Yes,Yes,Yes,2018
M08032,"Unspecified juvenile rheumatoid arthritis, left wrist",40,40,83,Yes,Yes,Yes,2018
M08039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M08041,"Unspecified juvenile rheumatoid arthritis, right hand",40,40,83,Yes,Yes,Yes,2018
M08042,"Unspecified juvenile rheumatoid arthritis, left hand",40,40,83,Yes,Yes,Yes,2018
M08049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M08051,"Unspecified juvenile rheumatoid arthritis, right hip",40,40,83,Yes,Yes,Yes,2018
M08052,"Unspecified juvenile rheumatoid arthritis, left hip",40,40,83,Yes,Yes,Yes,2018
M08059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M08061,"Unspecified juvenile rheumatoid arthritis, right knee",40,40,83,Yes,Yes,Yes,2018
M08062,"Unspecified juvenile rheumatoid arthritis, left knee",40,40,83,Yes,Yes,Yes,2018
M08069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M08071,"Unspecified juvenile rheumatoid arthritis, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08079,"Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0808,"Unspecified juvenile rheumatoid arthritis, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0809,"Unspecified juvenile rheumatoid arthritis, multiple sites",40,40,83,Yes,Yes,Yes,2018
M081,Juvenile ankylosing spondylitis,40,40,84,Yes,Yes,Yes,2018
M0820,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",40,40,83,Yes,Yes,Yes,2018
M08211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",40,40,83,Yes,Yes,Yes,2018
M08212,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",40,40,83,Yes,Yes,Yes,2018
M08219,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M08221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",40,40,83,Yes,Yes,Yes,2018
M08222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",40,40,83,Yes,Yes,Yes,2018
M08229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M08231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",40,40,83,Yes,Yes,Yes,2018
M08232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",40,40,83,Yes,Yes,Yes,2018
M08239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M08241,"Juvenile rheumatoid arthritis with systemic onset, right hand",40,40,83,Yes,Yes,Yes,2018
M08242,"Juvenile rheumatoid arthritis with systemic onset, left hand",40,40,83,Yes,Yes,Yes,2018
M08249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M08251,"Juvenile rheumatoid arthritis with systemic onset, right hip",40,40,83,Yes,Yes,Yes,2018
M08252,"Juvenile rheumatoid arthritis with systemic onset, left hip",40,40,83,Yes,Yes,Yes,2018
M08259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M08261,"Juvenile rheumatoid arthritis with systemic onset, right knee",40,40,83,Yes,Yes,Yes,2018
M08262,"Juvenile rheumatoid arthritis with systemic onset, left knee",40,40,83,Yes,Yes,Yes,2018
M08269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M08271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0828,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0829,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",40,40,83,Yes,Yes,Yes,2018
M083,Juvenile rheumatoid polyarthritis (seronegative),40,40,83,Yes,Yes,Yes,2018
M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",40,40,83,Yes,Yes,Yes,2018
M08411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",40,40,83,Yes,Yes,Yes,2018
M08412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",40,40,83,Yes,Yes,Yes,2018
M08419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M08421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",40,40,83,Yes,Yes,Yes,2018
M08422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",40,40,83,Yes,Yes,Yes,2018
M08429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M08431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",40,40,83,Yes,Yes,Yes,2018
M08432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",40,40,83,Yes,Yes,Yes,2018
M08439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M08441,"Pauciarticular juvenile rheumatoid arthritis, right hand",40,40,83,Yes,Yes,Yes,2018
M08442,"Pauciarticular juvenile rheumatoid arthritis, left hand",40,40,83,Yes,Yes,Yes,2018
M08449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M08451,"Pauciarticular juvenile rheumatoid arthritis, right hip",40,40,83,Yes,Yes,Yes,2018
M08452,"Pauciarticular juvenile rheumatoid arthritis, left hip",40,40,83,Yes,Yes,Yes,2018
M08459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M08461,"Pauciarticular juvenile rheumatoid arthritis, right knee",40,40,83,Yes,Yes,Yes,2018
M08462,"Pauciarticular juvenile rheumatoid arthritis, left knee",40,40,83,Yes,Yes,Yes,2018
M08469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M08471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0848,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0880,"Other juvenile arthritis, unspecified site",40,40,83,Yes,Yes,Yes,2018
M08811,"Other juvenile arthritis, right shoulder",40,40,83,Yes,Yes,Yes,2018
M08812,"Other juvenile arthritis, left shoulder",40,40,83,Yes,Yes,Yes,2018
M08819,"Other juvenile arthritis, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M08821,"Other juvenile arthritis, right elbow",40,40,83,Yes,Yes,Yes,2018
M08822,"Other juvenile arthritis, left elbow",40,40,83,Yes,Yes,Yes,2018
M08829,"Other juvenile arthritis, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M08831,"Other juvenile arthritis, right wrist",40,40,83,Yes,Yes,Yes,2018
M08832,"Other juvenile arthritis, left wrist",40,40,83,Yes,Yes,Yes,2018
M08839,"Other juvenile arthritis, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M08841,"Other juvenile arthritis, right hand",40,40,83,Yes,Yes,Yes,2018
M08842,"Other juvenile arthritis, left hand",40,40,83,Yes,Yes,Yes,2018
M08849,"Other juvenile arthritis, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M08851,"Other juvenile arthritis, right hip",40,40,83,Yes,Yes,Yes,2018
M08852,"Other juvenile arthritis, left hip",40,40,83,Yes,Yes,Yes,2018
M08859,"Other juvenile arthritis, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M08861,"Other juvenile arthritis, right knee",40,40,83,Yes,Yes,Yes,2018
M08862,"Other juvenile arthritis, left knee",40,40,83,Yes,Yes,Yes,2018
M08869,"Other juvenile arthritis, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M08871,"Other juvenile arthritis, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08872,"Other juvenile arthritis, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08879,"Other juvenile arthritis, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0888,"Other juvenile arthritis, other specified site",40,40,83,Yes,Yes,Yes,2018
M0889,"Other juvenile arthritis, multiple sites",40,40,83,Yes,Yes,Yes,2018
M0890,"Juvenile arthritis, unspecified, unspecified site",40,40,83,Yes,Yes,Yes,2018
M08911,"Juvenile arthritis, unspecified, right shoulder",40,40,83,Yes,Yes,Yes,2018
M08912,"Juvenile arthritis, unspecified, left shoulder",40,40,83,Yes,Yes,Yes,2018
M08919,"Juvenile arthritis, unspecified, unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M08921,"Juvenile arthritis, unspecified, right elbow",40,40,83,Yes,Yes,Yes,2018
M08922,"Juvenile arthritis, unspecified, left elbow",40,40,83,Yes,Yes,Yes,2018
M08929,"Juvenile arthritis, unspecified, unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M08931,"Juvenile arthritis, unspecified, right wrist",40,40,83,Yes,Yes,Yes,2018
M08932,"Juvenile arthritis, unspecified, left wrist",40,40,83,Yes,Yes,Yes,2018
M08939,"Juvenile arthritis, unspecified, unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M08941,"Juvenile arthritis, unspecified, right hand",40,40,83,Yes,Yes,Yes,2018
M08942,"Juvenile arthritis, unspecified, left hand",40,40,83,Yes,Yes,Yes,2018
M08949,"Juvenile arthritis, unspecified, unspecified hand",40,40,83,Yes,Yes,Yes,2018
M08951,"Juvenile arthritis, unspecified, right hip",40,40,83,Yes,Yes,Yes,2018
M08952,"Juvenile arthritis, unspecified, left hip",40,40,83,Yes,Yes,Yes,2018
M08959,"Juvenile arthritis, unspecified, unspecified hip",40,40,83,Yes,Yes,Yes,2018
M08961,"Juvenile arthritis, unspecified, right knee",40,40,83,Yes,Yes,Yes,2018
M08962,"Juvenile arthritis, unspecified, left knee",40,40,83,Yes,Yes,Yes,2018
M08969,"Juvenile arthritis, unspecified, unspecified knee",40,40,83,Yes,Yes,Yes,2018
M08971,"Juvenile arthritis, unspecified, right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08972,"Juvenile arthritis, unspecified, left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M08979,"Juvenile arthritis, unspecified, unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M0898,"Juvenile arthritis, unspecified, vertebrae",40,40,83,Yes,Yes,Yes,2018
M0899,"Juvenile arthritis, unspecified, multiple sites",40,40,83,Yes,Yes,Yes,2018
M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site",40,40,83,Yes,Yes,Yes,2018
M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder",40,40,83,Yes,Yes,Yes,2018
M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",40,40,83,Yes,Yes,Yes,2018
M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder",40,40,83,Yes,Yes,Yes,2018
M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow",40,40,83,Yes,Yes,Yes,2018
M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow",40,40,83,Yes,Yes,Yes,2018
M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",40,40,83,Yes,Yes,Yes,2018
M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",40,40,83,Yes,Yes,Yes,2018
M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist",40,40,83,Yes,Yes,Yes,2018
M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",40,40,83,Yes,Yes,Yes,2018
M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand",40,40,83,Yes,Yes,Yes,2018
M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",40,40,83,Yes,Yes,Yes,2018
M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",40,40,83,Yes,Yes,Yes,2018
M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip",40,40,83,Yes,Yes,Yes,2018
M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip",40,40,83,Yes,Yes,Yes,2018
M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip",40,40,83,Yes,Yes,Yes,2018
M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee",40,40,83,Yes,Yes,Yes,2018
M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee",40,40,83,Yes,Yes,Yes,2018
M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",40,40,83,Yes,Yes,Yes,2018
M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",40,40,83,Yes,Yes,Yes,2018
M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot",40,40,83,Yes,Yes,Yes,2018
M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot",40,40,83,Yes,Yes,Yes,2018
M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site",40,40,83,Yes,Yes,Yes,2018
M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",40,40,83,Yes,Yes,Yes,2018
M300,Polyarteritis nodosa,40,40,84,Yes,Yes,Yes,2018
M301,Polyarteritis with lung involvement [Churg-Strauss],40,40,84,Yes,Yes,Yes,2018
M302,Juvenile polyarteritis,40,40,84,Yes,Yes,Yes,2018
M303,Mucocutaneous lymph node syndrome [Kawasaki],40,40,84,Yes,Yes,Yes,2018
M308,Other conditions related to polyarteritis nodosa,40,40,84,Yes,Yes,Yes,2018
M310,Hypersensitivity angiitis,40,40,84,Yes,Yes,Yes,2018
M311,Thrombotic microangiopathy,40,40,84,Yes,Yes,Yes,2018
M312,Lethal midline granuloma,40,40,84,Yes,Yes,Yes,2018
M3130,Wegener's granulomatosis without renal involvement,40,40,84,Yes,Yes,Yes,2018
M3131,Wegener's granulomatosis with renal involvement,40,40,84,Yes,Yes,Yes,2018
M314,Aortic arch syndrome [Takayasu],40,40,84,Yes,Yes,Yes,2018
M315,Giant cell arteritis with polymyalgia rheumatica,40,40,84,Yes,Yes,Yes,2018
M316,Other giant cell arteritis,40,40,84,Yes,Yes,Yes,2018
M317,Microscopic polyangiitis,40,40,84,Yes,Yes,Yes,2018
M318,Other specified necrotizing vasculopathies,108,108,,Yes,Yes,No,2018
