compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00004200,220090,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,1,,,,
CHSP00004201,461305,Milford Valley Memorial Hospital,850 North Main Street,Milford,UT,84751,1,,,,
CHSP00004202,,Millard Fillmore Suburban Hosp,1540 Maple Rd,Buffalo,NY,14221,1,HSI00000537,Kaleida Health,Buffalo,NY
CHSP00004203,390198,Millcreek Community Hospital,5515 Peach Street,Erie,PA,16509,1,HSI00000686,Millcreek Health System,Erie,PA
CHSP00004205,241356,Mille Lacs Health System,200 North Elm Street,Onamia,MN,56359,1,,,,
CHSP00004206,053309,Miller Children's & Women's Hospital Long Beach,2801 Atlantic Avenue,Long Beach,CA,90806,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00004207,111305,Miller County Hospital,209 North Cuthbert Street,Colquitt,GA,39837,1,,,,
CHSP00004208,201307,Millinocket Regional Hospital,200 Somerset Street,Millinocket,ME,04462,1,HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME
CHSP00004210,,Mills Peninsula Health Svs,1501 Trousdale Dr,Burlingame,CA,94010,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00004211,050007,Mills-Peninsula Health Services,1501 Trousdale Drive,Burlingame,CA,94010,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00004212,454012,Millwood Hospital,1011 North Cooper Street,Arlington,TX,76011,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00004213,524001,Milwaukee County Behavioral Health Division,9455 Watertown Plank Road,Milwaukee,WI,53226,0,,,,
CHSP00004214,321309,Mimbres Memorial Hospital,900 West Ash Street,Deming,NM,88030,1,,,,
CHSP00004215,190144,Minden Medical Center,1 Medical Plaza,Minden,LA,71055,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00004216,271331,Mineral Community Hospital,1208 6th Avenue East,Superior,MT,59872,1,,,,
CHSP00004217,321307,Miners' Colfax Medical Center,200 Hospital Drive,Raton,NM,87740,1,,,,
CHSP00004218,131319,Minidoka Memorial Hospital,1224 Eighth Street,Rupert,ID,83350,1,,,,
CHSP00004219,170199,Minimally Invasive Surgery Hospital,11217 Lakeview Avenue,Lenexa,KS,66219,1,,,,
CHSP00004220,521358,Ministry Door County Medical Center,323 South 18th Avenue,Sturgeon Bay,WI,54235,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004221,521300,Ministry Eagle River Memorial Hospital,201 Hospital Road,Eagle River,WI,54521,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004222,521339,Ministry Good Samaritan Health Center,601 South Center Avenue,Merrill,WI,54452,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004223,521311,Ministry Our Lady of Victory Hospital,1120 Pine Street,Stanley,WI,54768,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004224,521313,Ministry Sacred Heart Hospital,401 West Mohawk Drive,Tomahawk,WI,54487,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004225,520202,Ministry Saint Clare's Hospital,3400 Ministry Parkway,Weston,WI,54476,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004226,520037,Ministry Saint Joseph's Hospital,611 St Joseph Avenue,Marshfield,WI,54449,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004228,520019,Ministry Saint Mary's Hospitals,2251 North Shore Drive,Rhinelander,WI,54501,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004229,520002,Ministry Saint Michael's Hospital,900 Illinois Avenue,Stevens Point,WI,54481,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004230,,Minneapolis Heart Institute,800 E 28th St,Minneapolis,MN,55407,0,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00004231,24003F,Minneapolis VA Medical Center,1 Veterans Dr,Minneapolis,MN,55417,0,,,,
CHSP00004232,,Minneapolis Veterans Affairs Health Care System,One Veterans Drive,Minneapolis,MN,55417,0,,,,
CHSP00004233,171368,Minneola District Hospital,212 Main Street,Minneola,KS,67865,1,,,,
CHSP00004235,241375,Minnesota Valley Health Center,621 South Fourth Street,Le Sueur,MN,56058,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00004236,511303,Minnie Hamilton HealthCare Center,186 Hospital Drive,Grantsville,WV,26147,1,,,,
CHSP00004237,050751,Miracle Mile Medical Center,6000 San Vicente Boulevard,Los Angeles,CA,90036,1,,,,
CHSP00004238,410012,Miriam Hospital,164 Summit Avenue,Providence,RI,02906,1,HSI00000585,Lifespan,Providence,RI
CHSP00004239,050704,Mission Community Hospital,14850 Roscoe Boulevard,Panorama City,CA,91402,1,,,,
CHSP00004241,340002,Mission Hospital,509 Biltmore Avenue,Asheville,NC,28801,1,HSI00000691,Mission Health System,Asheville,NC
CHSP00004242,050567,Mission Hospital,27700 Medical Center Road,Mission Viejo,CA,92691,1,HSI00000924,Saint Joseph Health System,Irvine,CA
CHSP00004243,050193,Mission Hospital Laguna Beach,31872 Coast Hwy,Laguna Beach,CA,92651,1,HSI00000924,Saint Joseph Health System,Irvine,CA
CHSP00004245,450176,Mission Regional Medical Center,900 South Bryan Road,Mission,TX,78572,1,,,,
CHSP00004246,,Mission Trail Baptist Hospital,3333 Research Plz,Brooks Cb,TX,78235,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00004247,250102,Mississippi Baptist Medical Center,1225 North State Street,Jackson,MS,39202,1,HSI00000692,"Mississippi Baptist Health Systems, Inc",Jackson,MS
CHSP00004248,254010,Mississippi State Hospital,3550 Highway 468 West,Whitfield,MS,39193,0,,,,
CHSP00004249,260108,Missouri Baptist Medical Center,3015 North Ballas Road,Saint Louis,MO,63131,1,HSI00000070,BJC HealthCare,Saint Louis,MO
CHSP00004250,261337,Missouri Baptist Sullivan Hospital,751 Sappington Bridge Road,Sullivan,MO,63080,1,HSI00000070,BJC HealthCare,Saint Louis,MO
CHSP00004251,260113,Missouri Delta Medical Center,1008 North Main Street,Sikeston,MO,63801,1,,,,
CHSP00004253,264011,Missouri Psychiatric Center,3 Hospital Dr,Columbia,MO,65201,0,HSI00001178,University of Missouri Health Care,Columbia,MO
CHSP00004254,271304,Missouri River Medical Center,1501 St Charles Street,Fort Benton,MT,59442,1,HSI00000107,Benefis Healthcare System,Great Falls,MT
CHSP00004255,111331,Mitchell County Hospital,90 East Stephens Street,Camilla,GA,31730,1,HSI00000045,Archbold Medical Center,Thomasville,GA
CHSP00004256,451342,Mitchell County Hospital,997 West Interstate 20,Colorado City,TX,79512,1,,,,
CHSP00004257,171375,Mitchell County Hospital Health Systems,400 West Eighth,Beloit,KS,67420,1,,,,
CHSP00004258,161323,Mitchell County Regional Health Center,616 North Eighth Street,Osage,IA,50461,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004259,010007,Mizell Memorial Hospital,702 Main Street,Opp,AL,36467,1,,,,
CHSP00004260,461302,Moab Regional Hospital,450 West Williams Way,Moab,UT,84532,1,,,,
CHSP00004261,260074,Moberly Regional Medical Center,1515 Union Avenue,Moberly,MO,65270,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004262,010113,Mobile Infirmary Medical Center,5 Mobile Infirmary Drive North,Mobile,AL,36607,1,HSI00000511,"Infirmary Health System, Inc",Mobile,AL
CHSP00004263,431325,Mobridge Regional Hospital,1401 Tenth Avenue West,Mobridge,SD,57601,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004264,444002,Moccasin Bend Mental Health Institute,100 Moccasin Bend Road,Chattanooga,TN,37405,0,,,,
CHSP00004265,051330,Modoc Medical Center,228 West Mcdowell Avenue,Alturas,CA,96101,1,,,,
CHSP00004266,334021,Mohawk Valley Psychiatric Center,1400 Noyes Street,Utica,NY,13502,0,,,,
CHSP00004267,121303,Molokai General Hospital,280 Home Olu Place,Kaunakakai,HI,96748,1,HSI00001087,The Queens Health Systems,Honolulu,HI
CHSP00004268,301309,Monadnock Community Hospital,452 Old Street Road,Peterborough,NH,03458,1,,,,
CHSP00004269,,Moncrief Army Community Hospital,4500 Stuart Street,Fort Jackson,SC,29207,0,,,,
CHSP00004270,310075,"Monmouth Medical Center, Long Branch Campus",300 Second Avenue,Long Branch,NJ,07740,1,HSI00000863,RWJBarnabas Health,West Orange,NJ
CHSP00004271,310084,"Monmouth Medical Center, Southern Campus",600 River Avenue,Lakewood,NJ,08701,1,HSI00000863,RWJBarnabas Health,West Orange,NJ
CHSP00004272,390147,Monongahela Valley Hospital,1163 Country Club Road,Monongahela,PA,15063,1,,,,
CHSP00004273,510024,Monongalia General Hospital,1200 J D Anderson Drive,Morgantown,WV,26505,1,HSI00000698,Mon Health,Morgantown,WV
CHSP00004275,520028,Monroe Clinic,515 22nd Avenue,Monroe,WI,53566,1,HSI00000699,Monroe Clinic,Monroe,WI
CHSP00004277,111318,Monroe County Hospital,88 Martin Luther King Jr Drive,Forsyth,GA,31029,1,HSI00000251,Community Hospital Corporation,Plano,TX
CHSP00004278,010120,Monroe County Hospital,2016 South Alabama Avenue,Monroeville,AL,36460,1,,,,
CHSP00004279,161342,Monroe County Hospital and Clinics,6580 165th Street,Albia,IA,52531,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004280,180105,Monroe County Medical Center,529 Capp Harlan Road,Tompkinsville,KY,42167,1,,,,
CHSP00004281,150164,Monroe Hospital,5811 East Slick Rock Lane,Bloomfield,IN,47424,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00004282,190245,Monroe Surgical Hospital,2408 Broadmoor Boulevard,Monroe,LA,71201,1,,,,
CHSP00004283,052054,Monrovia Memorial Hospital,323 South Heliotrope Avenue,Monrovia,CA,91016,1,,,,
CHSP00004284,,Montana Developmental Center,Po Box 87,Boulder,MT,59632,0,,,,
CHSP00004285,274086,Montana State Hospital,100 Garnet Way,Warm Springs,MT,59756,0,,,,
CHSP00004286,,Montana State Prison Inst,400 Conley Lk Rd,Deer Lodge,MT,59722,0,,,,
CHSP00004287,050758,Montclair Hospital Medical Center,5000 San Bernardino Street,Montclair,CA,91763,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00004288,,Montefiore Mdcl Ctr Enstn Cmpus,111 E 210th St,Bronx,NY,10467,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00004289,330059,Montefiore Medical Center,111 East 210th Street,Bronx,NY,10467,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00004290,330072,Montefiore Medical Center North Division,600 E 233rd St,Bronx,NY,10466,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00004291,330086,Montefiore Mount Vernon,12 North Seventh Avenue,Mount Vernon,NY,10550,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00004292,330184,Montefiore New Rochelle,16 Guion Place,New Rochelle,NY,10801,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00004293,050736,Monterey Park Hospital,900 South Atlantic Boulevard,Monterey Park,CA,91754,1,,,,
CHSP00004294,294009,Montevista Hospital,5900 West Rochelle Avenue,Las Vegas,NV,89103,0,,,,
CHSP00004295,394033,Montgomery County Emergency Service,50 Beech Drive,Norristown,PA,19403,0,,,,
CHSP00004296,161363,Montgomery County Memorial Hospital,2301 Eastern Avenue,Red Oak,IA,51566,1,,,,
CHSP00004298,511318,Montgomery General Hospital,401 Sixth Avenue,Montgomery,WV,25136,1,,,,
CHSP00004299,060006,Montrose Memorial Hospital,800 South Third Street,Montrose,CO,81401,1,,,,
CHSP00004300,450221,Moore County Hospital District,224 East Second Street,Dumas,TX,79029,1,,,,
CHSP00004302,340060,Morehead Memorial Hospital,117 East King's Highway,Eden,NC,27288,1,HSI00000773,"Novant Health, Inc",Winston Salem,NC
CHSP00004303,190116,Morehouse General Hospital,323 West Walnut Avenue,Bastrop,LA,71220,1,HSI00000251,Community Hospital Corporation,Plano,TX
CHSP00004304,181307,Morgan County ARH Hospital,476 Liberty Road,West Liberty,KY,41472,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY
CHSP00004305,111304,Morgan Memorial Hospital,1077 South Main Street,Madison,GA,30650,1,,,,
CHSP00004306,281318,Morrill County Community Hospital,1313 's' Street,Bridgeport,NE,69336,1,,,,
CHSP00004307,171379,Morris County Hospital,600 North Washington Street,Council Grove,KS,66846,1,,,,
CHSP00004308,140101,Morris Hospital & Healthcare Centers,150 West High Street,Morris,IL,60450,1,,,,
CHSP00004309,141329,Morrison Community Hospital,303 North Jackson Street,Morrison,IL,61270,1,,,,
CHSP00004310,310015,Morristown Medical Center,100 Madison Avenue,Morristown,NJ,07960,1,HSI00000060,Atlantic Health System,Morristown,NJ
CHSP00004311,440030,Morristown-Hamblen Healthcare System,908 West Fourth North Street,Morristown,TN,37814,1,HSI00000286,Covenant Health,Knoxville,TN
CHSP00004312,361313,Morrow County Hospital,651 West Marion Road,Mount Gilead,OH,43338,1,HSI00000784,OhioHealth,Columbus,OH
CHSP00004313,170166,Morton County Health System,445 Hilltop Street,Elkhart,KS,67950,1,,,,
CHSP00004314,501319,Morton General Hospital,521 Adams Avenue,Morton,WA,98356,1,HSI00000852,Providence Health and Services,Renton,WA
CHSP00004315,220073,Morton Hospital and Medical Center,88 Washington Street,Taunton,MA,02780,1,HSI00001037,"Steward Health Care System, LLC",Boston,MA
CHSP00004316,100127,Morton Plant Hospital,300 Pinellas Street,Clearwater,FL,33756,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004317,100063,Morton Plant North Bay Hospital,6600 Madison Street,New Port Richey,FL,34652,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004319,260006,Mosaic Life Care at St. Joseph,5325 Faraon Street,Saint Joseph,MO,64506,1,HSI00000705,Mosaic Life Care,Saint Joseph,MO
CHSP00004320,,Moses Cone Behavioral Health Hospital,700 Walter Reed Dr,Greensboro,NC,27403,0,HSI00000173,Carolinas HealthCare System,Charlotte,NC
CHSP00004321,340091,Moses H. Cone Memorial Hospital,1200 North Elm Street,Greensboro,NC,27401,1,HSI00000173,Carolinas HealthCare System,Charlotte,NC
CHSP00004322,331306,Moses Ludington Hospital,1019 Wicker Street,Ticonderoga,NY,12883,1,HSI00001185,University of Vermont Health Network,Burlington,VT
CHSP00004323,390119,Moses Taylor Hospital,700 Quincy Avenue,Scranton,PA,18510,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004325,050552,Motion Picture and Television Fund Hospital and Residential Services,23388 Mulholland Drive,Woodland Hills,CA,91364,1,HSI00001168,University of California Office of the President Health Sciences and Services,Oakland,CA
CHSP00004326,521309,Moundview Memorial Hospital & Clinics,402 West Lake Street,Friendship,WI,53934,1,,,,
CHSP00004327,220002,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,MA,02138,1,HSI00000708,Mount Auburn Hospital,Cambridge,MA
CHSP00004328,360035,Mount Carmel,793 West State Street,Columbus,OH,43222,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004329,360266,Mount Carmel New Albany Surgical Hospital,7333 Smith's Mill Road,New Albany,OH,43054,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004330,360012,Mount Carmel St. Ann's,500 South Cleveland Avenue,Westerville,OH,43081,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004331,201304,Mount Desert Island Hospital,10 Wayman Lane,Bar Harbor,ME,04609,1,HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME
CHSP00004332,291300,Mount Grant General Hospital,First And 'a' Street,Hawthorne,NV,89415,1,,,,
CHSP00004333,390268,Mount Nittany Medical Center,1800 East Park Avenue,State College,PA,16803,1,HSI00000710,Mount Nittany Health System,State College,PA
CHSP00004334,,Mount Pleasant Treatment Center,1200 E Washington St,Mount Pleasant,IA,52641,0,,,,
CHSP00004335,,Mount Regis Center,405 Kimball Ave,Salem,VA,24153,0,,,,
CHSP00004336,330169,Mount Sinai Beth Israel,First Avenue And 16th Street,New York,NY,10003,1,HSI00000711,Mount Sinai Health System,New York,NY
CHSP00004337,,Mount Sinai Bth Isrl Brklyn Med,3201 Kings Hwy,Brooklyn,NY,11234,1,HSI00000711,Mount Sinai Health System,New York,NY
CHSP00004338,330024,Mount Sinai Hospital,One Gustave L Levy Place,New York,NY,10029,1,HSI00000711,Mount Sinai Health System,New York,NY
CHSP00004339,140018,Mount Sinai Hospital,California Avenue At 15th Street,Chicago,IL,60608,1,HSI00000987,Sinai Health System,Chicago,IL
CHSP00004340,,Mount Sinai Hospital of Queens,2510 30th Ave,Long Island City,NY,11102,1,HSI00000711,Mount Sinai Health System,New York,NY
CHSP00004342,100034,Mount Sinai Medical Center,4300 Alton Road,Miami Beach,FL,33140,1,HSI00000712,"Mount Sinai Medical Center of Florida, Inc",Miami Beach,FL
CHSP00004344,073025,Mount Sinai Rehabilitation Hospital,490 Blue Hills Avenue,Hartford,CT,06112,0,HSI00001106,Trinity Health,Livonia,MI
CHSP00004345,330046,Mount Sinai St. Luke's - Roosevelt,1111 Amsterdam Avenue,New York,NY,10025,1,HSI00000711,Mount Sinai Health System,New York,NY
CHSP00004346,330188,Mount St. Mary's Hospital and Health Center,5300 Military Road,Lewiston,NY,14092,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004348,,Mountain Crest Regional Behavioral Healthcare Center,4601 Corbett Dr,Fort Collins,CO,80528,0,HSI00001169,University of Colorado Health,Aurora,CO
CHSP00004349,111336,Mountain Lakes Medical Center,196 Ridgecrest Circle,Clayton,GA,30525,1,,,,
CHSP00004351,,Mountain Manor Treatment Center,Po Box 136,Emmitsburg,MD,21727,0,,,,
CHSP00004353,130067,Mountain River Birthing and Surgery Center,350 North Meridian Street,Blackfoot,ID,83221,1,,,,
CHSP00004354,033036,Mountain Valley Regional Rehabilitation Hospital,3700 North Windsong Drive,Prescott Valley,AZ,86314,0,,,,
CHSP00004356,014006,Mountain View Hospital,3001 Scenic Highway,Gadsden,AL,35904,0,,,,
CHSP00004357,130065,Mountain View Hospital,2325 Coronado Street,Idaho Falls,ID,83404,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00004358,460013,Mountain View Hospital,1000 East 100 North,Payson,UT,84651,1,HSI00000492,HCA,Nashville,TN
CHSP00004359,530033,Mountain View Regional Hospital,6550 East Second Street,Casper,WY,82609,1,,,,
CHSP00004360,490027,Mountain View Regional Medical Center,310 Third Street Ne,Norton,VA,24273,1,HSI00001246,Wellmont Health System,Kingsport,TN
CHSP00004361,030121,Mountain Vista Medical Center,1301 South Crismon Road,Mesa,AZ,85209,1,HSI00000506,IASIS Healthcare Corporation,Franklin,TN
CHSP00004362,460014,Mountain West Medical Center,2055 North Main Street,Tooele,UT,84074,1,,,,
CHSP00004364,290039,MountainView Hospital,3100 North Tenaya Way,Las Vegas,NV,89128,1,HSI00000492,HCA,Nashville,TN
CHSP00004365,320085,MountainView Regional Medical Center,4311 East Lohman Avenue,Las Cruces,NM,88011,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004366,271306,Mountainview Medical Center,16 West Main Street,White Sulphur Springs,MT,59645,1,,,,
CHSP00004367,351301,Mountrail County Medical Center,615 6th Street Se,Stanley,ND,58784,1,,,,
CHSP00004368,471302,Mt. Ascutney Hospital and Health Center,289 County Road,Windsor,VT,05089,1,,,,
CHSP00004369,030068,Mt. Graham Regional Medical Center,1600 South 20th Avenue,Safford,AZ,85546,1,,,,
CHSP00004370,061321,Mt. San Rafael Hospital,410 Benedicta Avenue,Trinidad,CO,81082,1,,,,
CHSP00004371,213300,Mt. Washington Pediatric Hospital,1708 West Rogers Avenue,Baltimore,MD,21209,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00004372,451335,Muenster Memorial Hospital,605 North Maple Street,Muenster,TX,76252,1,,,,
CHSP00004373,451372,Muleshoe Area Medical Center,708 South First Street,Muleshoe,TX,79347,1,,,,
CHSP00004374,500015,MultiCare Auburn Medical Center,"202 North Division, Plaza One",Auburn,WA,98001,1,HSI00000714,MultiCare Health System,Tacoma,WA
CHSP00004375,500079,MultiCare Good Samaritan Hospital,401 15th Avenue Se,Puyallup,WA,98372,1,HSI00000714,MultiCare Health System,Tacoma,WA
CHSP00004376,503301,MultiCare Mary Bridge Children's Hospital and Health Center,317 Martin Luther King Jr Way,Tacoma,WA,98405,1,HSI00000714,MultiCare Health System,Tacoma,WA
CHSP00004377,500129,MultiCare Tacoma General Hospital,315 Martin Luther King Jr Way,Tacoma,WA,98405,1,HSI00000714,MultiCare Health System,Tacoma,WA
CHSP00004378,391301,Muncy Valley Hospital,215 East Water Street,Muncy,PA,17756,1,HSI00001049,Susquehanna Health System,Williamsport,PA
CHSP00004379,231308,Munising Memorial Hospital,1500 Sand Point Road,Munising,MI,49862,1,HSI00001188,Upper Peninsula Health Care Solutions,Marquette,MI
CHSP00004380,100062,Munroe Regional Medical Center,1500 Sw 1st Avenue,Ocala,FL,34471,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004381,230081,Munson Healthcare Cadillac Hospital,400 Hobart Street,Cadillac,MI,49601,1,HSI00000715,Munson HealthCare,Charlevoix,MI
CHSP00004382,231322,Munson Healthcare Charlevoix Hospital,14700 Lake Shore Drive,Charlevoix,MI,49720,1,HSI00000715,Munson HealthCare,Charlevoix,MI
